Ticker,environmentScore,socialScore,governanceScore,totalEsg,ratingYear,ratingMonth,Trading_Days,Mean_Daily_Excess_Return,Annualized_Excess_Return,Sharpe_Ratio,Cumulative_Return,Annualized_Return,Mean_Daily_Return,Volatility,Beta,Downside_Deviation,Excess_Return_Std,VaR_5pct,Max_Drawdown,Market_Cap_Billions,Log_Market_Cap,Sector_Communication Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Real Estate,Sector_Technology,Sector_Unknown,Sector_Utilities
AES,13.26,8.18,5.26,26.69,2023.0,9.0,250,-9.472845213967552e-05,-0.023871569939198232,-0.06247050127122148,-0.04248184766968155,-0.042814321435283076,0.00011652672968979317,0.3821234971992335,1.2240941513492922,0.2863734469685531,0.382125474478868,-0.04332989691035886,-0.2861238860083618,9.912723456,2.2938191295568173,0,0,0,0,0,0,0,0,0,0,1
AFL,0.3,9.14,8.9,18.33,2023.0,9.0,250,0.001423559162581759,0.3587369089706033,1.8387136213425603,0.4759931197694669,0.48059748632217825,0.0016348143444112275,0.19509983756076804,0.32680267861285295,0.1834287001961852,0.19510211095769603,-0.013459159344280595,-0.11116302386007813,58.446385152,4.068109840872997,0,0,0,0,1,0,0,0,0,0,0
AIG,1.65,9.67,12.86,24.18,2023.0,9.0,250,0.0009169499335347904,0.23107138325076718,1.1797308209789898,0.3006414731376539,0.30337941868621465,0.001128205115364262,0.19586778848444505,0.7126698490296342,0.153432987355062,0.19586788709903716,-0.02120979712900821,-0.12888002403060245,42.67491328,3.7536112365753347,0,0,0,0,1,0,0,0,0,0,0
AIZ,1.63,10.82,11.66,24.11,2023.0,9.0,250,0.0012318860475625205,0.31043528398575515,1.4399790112039665,0.4022996722771448,0.4060978986250099,0.0014431412293919902,0.21558223291304104,0.42278715073853185,0.1070575839722161,0.215583200567764,-0.016930188749036644,-0.14322145095159378,11.24584448,2.4199986808574416,0,0,0,0,1,0,0,0,0,0,0
AJG,0.09,10.92,10.15,21.16,2023.0,9.0,250,0.0007964481105226714,0.20070492385171318,1.126440634978789,0.26615310533880554,0.2685456904939849,0.0010077032923521384,0.17817668529470507,0.35970748063116725,0.14803991140657283,0.17817621064024605,-0.017606780037801428,-0.12972480545677215,61.558726656,4.119991624156359,0,0,0,0,1,0,0,0,0,0,0
AKAM,3.0,7.09,6.93,17.01,2023.0,9.0,250,-0.00022839185149589912,-0.057554746576966576,-0.23626007978682442,-0.03331753381175351,-0.03357954818394959,-1.713666966643107e-05,0.2436067471934572,0.67431082876681,0.2111154341281644,0.243607581225308,-0.016834215562009088,-0.31226624873061193,12.011308032,2.4858485420681653,0,0,0,0,0,0,0,0,1,0,0
ALB,15.39,4.85,6.33,26.57,2023.0,9.0,250,-0.002753587994740572,-0.6939041746746242,-1.2257757749665175,-0.5493358510158151,-0.5522002624107705,-0.002542332812911105,0.5660887298599054,2.1044133756990475,0.381874441415103,0.5660938883325366,-0.05802988888697692,-0.6372012083319342,14.734555136,2.69019542476003,0,0,0,0,0,0,0,0,0,0,0
ALL,1.03,10.13,10.88,22.04,2023.0,9.0,250,0.0020240040756819185,0.5100490270718434,2.3922542815023387,0.7089363839871128,0.7162782680029738,0.0022352592575113892,0.2132094535331988,0.17526121284635798,0.13221689439761916,0.21320853348061816,-0.017885238389276317,-0.10455501941165579,53.299224576,3.9759217827732884,0,0,0,0,1,0,0,0,0,0,0
ALLE,10.9,5.84,5.04,21.78,2023.0,9.0,250,0.0006535252477584036,0.1646883624351177,0.7225891126508248,0.20993460860907587,0.2117805976294218,0.0008647804295878706,0.22790788262568723,0.8985223151687687,0.1364277740206176,0.2279142593651279,-0.020370649579009723,-0.1525611115716515,13.685962752,2.616370690913275,0,0,0,0,0,0,1,0,0,0,0
AMAT,4.49,2.97,5.28,12.74,2023.0,9.0,250,0.0010761563645338326,0.2711914038625258,0.7017484041047768,0.28099219085743576,0.2835324535166235,0.0012874115463633014,0.38645194239321906,2.0924322848957786,0.279618994988986,0.3864510446710396,-0.03807654128780439,-0.2998784419649547,213.500166144,5.363637610860414,0,0,0,0,0,0,0,0,1,0,0
AME,8.65,8.51,6.73,23.9,2023.0,9.0,250,0.00012088695949453882,0.03046351379262378,0.15149543128677054,0.06473706536195412,0.06527150905420576,0.00033214214132400676,0.20108194224660383,0.7933536700299056,0.19032180072939817,0.20108536299658059,-0.018241228995194862,-0.17397651577428994,46.144602112,3.8317799901210416,0,0,0,0,0,0,1,0,0,0,0
AMGN,0.73,13.48,7.75,21.96,2023.0,9.0,250,0.0009598039957904098,0.24187060693918327,0.9759387730859973,0.3004168037249333,0.3031524753458765,0.0011710591776198775,0.2478334438975436,0.7282903897646545,0.15420009817362015,0.2478337920465737,-0.019803784188798645,-0.1904424390668611,177.639391232,5.179755603442123,0,0,0,0,0,1,0,0,0,0,0
AMP,2.08,7.83,10.34,20.27,2023.0,9.0,250,0.0009513247532603054,0.23973383782159696,1.2494000660910864,0.31296195158447726,0.31582507403784343,0.0011625799350897766,0.19187565693727412,0.8554683725707756,0.134817398286464,0.1918791621098885,-0.020545213511660818,-0.12266115038422981,44.973195264,3.8060666514939445,0,0,0,0,1,0,0,0,0,0,0
AMT,2.9,2.85,5.16,10.9,2023.0,9.0,250,0.0007796606806108377,0.1964744915139311,0.756569975544148,0.23933849150588404,0.24146779443288402,0.0009909158624403069,0.2596901486338079,0.42958370457136685,0.14655714840478307,0.2596911030901282,-0.02188809690855399,-0.2185000598329189,83.751411712,4.427853026825797,0,0,0,0,0,0,0,1,0,0,0
AMZN,6.0,15.39,9.22,30.61,2023.0,9.0,250,0.000976563128120447,0.24609390828635264,0.8615072494156318,0.29235452005738516,0.29500879956883863,0.0011878183099499158,0.2856565598827646,1.5659694382163183,0.19802263809139672,0.2856550637888194,-0.02529283302553494,-0.19489997863769493,2453.725249536,7.805362658748561,0,1,0,0,0,0,0,0,0,0,0
ANET,0.4,8.88,7.39,16.67,2023.0,9.0,250,0.0024420643515085296,0.6154002165801494,1.5190650154347407,0.7905350820326253,0.7988986557460693,0.0026533195333379982,0.4051198129578656,1.9783620949866676,0.2612808305065837,0.4051177601532929,-0.03075692417610046,-0.19891002394138763,161.931476992,5.087173264219598,0,0,0,0,0,0,0,0,1,0,0
ANSS,3.51,7.32,5.07,15.89,2023.0,9.0,250,-2.3152108347455012e-05,-0.005834331303558663,-0.020195684973555627,0.007491504427747708,0.007551662191175756,0.00018810307348201565,0.28888800879258303,1.199437760742185,0.15402758033926384,0.28888999363964024,-0.024949437559278215,-0.1828152431802175,,,0,0,0,0,0,0,0,0,0,1,0
AOS,7.15,11.87,6.42,25.44,2023.0,9.0,250,0.0004219534717606551,0.10633227488368509,0.4406572162073326,0.13796386527093274,0.13914104262365323,0.0006332086535901236,0.24130322898970627,0.8709342069825742,0.1938388704149847,0.24130383203268577,-0.02132855634513626,-0.14253098643057682,9.53301504,2.254761041187738,0,0,0,0,0,0,1,0,0,0,0
APA,21.98,8.88,7.96,38.81,2021.0,3.0,250,-0.0018427928442793211,-0.4643837967583889,-1.4553439449301964,-0.3680124531074874,-0.3703282795323096,-0.0016315376624498519,0.31908812284162036,0.5281765656152039,0.21941254595975856,0.3190886926599763,-0.0353761945635935,-0.403795219776898,9.696013312,2.27171480226331,0,0,0,1,0,0,0,0,0,0,0
APD,7.42,1.5,3.35,12.26,2023.0,9.0,250,-0.0002930707529305289,-0.07385382973849328,-0.2472909555596577,-0.06432448700370674,-0.06482203326658109,-8.181557110105931e-05,0.2986499287521879,0.4836225522539281,0.3019834238707022,0.298651560350643,-0.01852832916697364,-0.2963737321521757,58.02704896,4.06090926321306,0,0,0,0,0,0,0,0,0,0,0
APH,7.32,4.64,7.6,19.57,2023.0,9.0,250,0.0015781903250160177,0.39770396190403645,1.7351241656987664,0.5230890184181449,0.5282242581279324,0.001789445506845486,0.22920518014939564,1.2842213340633553,0.19477188406409837,0.2292077822245498,-0.01955916872739228,-0.17071443896159563,170.584375296,5.139230044087169,0,0,0,0,0,0,0,0,1,0,0
APTV,1.45,3.94,5.26,10.66,2023.0,9.0,250,-0.00145374135205076,-0.36634282071679153,-0.9881558473539386,-0.31543688159936967,-0.31750919392583077,-0.0012424861702212931,0.37072960350071604,1.1468233895082158,0.26620884249376436,0.3707338490155942,-0.03901320835739795,-0.35071732280738904,16.630317056,2.8112273583267635,0,1,0,0,0,0,0,0,0,0,0
ARE,3.91,3.66,6.32,13.89,2023.0,9.0,250,9.712046066458733e-05,0.02447435608747601,0.072973753446853,0.02240276028174626,0.022583991133503956,0.0003083756424940547,0.33538227200953,1.2929849808113318,0.2055238333687221,0.3353857370828644,-0.029987643485072588,-0.21233993727991415,7.860083712,2.06179725676608,0,0,0,0,0,0,0,1,0,0,0
ATO,14.83,13.42,6.36,34.61,2023.0,9.0,250,0.00033789496271089737,0.08514953060314613,0.5237911106602151,0.1322421764184043,0.13336773036384142,0.0005491501445403624,0.1625611478794417,0.35974119653425213,0.10775975955644478,0.1625639092954804,-0.01673212533502158,-0.11687863873138511,27.696451584,3.3213043033269245,0,0,0,0,0,0,0,0,0,0,1
AVB,2.96,2.05,4.75,9.76,2023.0,9.0,250,0.0007425640805269662,0.18712614829279547,0.9408716172564225,0.24472008894607966,0.2469018589730938,0.0009538192623564372,0.19888115235624798,0.6660764701732815,0.11094736559885253,0.19888595304687212,-0.018488498644789093,-0.11583013281012954,25.347026944,3.232661442843736,0,0,0,0,0,0,0,1,0,0,0
AVGO,7.34,6.0,6.64,19.98,2023.0,9.0,250,0.0026474863247459455,0.6671665538359782,1.5536404413343008,0.8660891369179693,0.8754256166830288,0.002858741506575417,0.42942228325664183,2.2372857798623342,0.25880866993957097,0.42942146463630987,-0.0368140017215201,-0.2548950489425626,1842.855673856,7.51907164416173,0,0,0,0,0,0,0,0,1,0,0
AVY,11.42,0.95,3.71,16.07,2023.0,9.0,250,0.0004914382782391064,0.12384244611625482,0.6996221455499565,0.17368533006555875,0.1751900067463259,0.0007026934600685772,0.17700994905238476,0.8678127579315985,0.11815888898794927,0.17701333055846194,-0.0174614488575179,-0.11872603473661393,13.861383168,2.629106784453496,0,1,0,0,0,0,0,0,0,0,0
AWK,9.04,7.58,5.0,21.62,2023.0,9.0,250,3.8003405542822e-05,0.009576858196791145,0.04297707117735663,0.03860661790720088,0.03892140515326137,0.00024925858737229135,0.22283275630306018,0.5687738730966511,0.13277331947737922,0.2228364552174722,-0.02086036553967497,-0.19265141761817334,25.268502528,3.2295586607601736,0,0,0,0,0,0,0,0,0,0,1
AXP,0.05,8.85,9.7,18.61,2023.0,9.0,250,0.0018226647329535556,0.459311512704296,2.0282007728620783,0.6204109873991275,0.6266802010797838,0.0020339199147830305,0.2264592740800555,0.9625871207602525,0.17072338810695556,0.22646254692830167,-0.019180338795377994,-0.13703818284828184,257.71999232,5.551873694470658,0,0,0,0,1,0,0,0,0,0,0
AZO,0.11,7.07,3.83,11.02,2023.0,9.0,250,0.0007759621436310698,0.19554246019502958,0.9170197857649541,0.2513737526082478,0.253620651324574,0.0009872173254605401,0.2132369363321766,0.3951462127517718,0.15349348059224002,0.21323690418731056,-0.020275541739226934,-0.15442128599427613,63.704629248,4.154257232590649,0,1,0,0,0,0,0,0,0,0,0
BA,8.84,22.48,8.29,39.6,2023.0,9.0,250,-0.0010148164430808088,-0.2557337436563638,-0.8045626540778829,-0.22229180734145249,-0.2238543864353304,-0.0008035612612513429,0.3178545722394539,0.7864250628346405,0.2407319594935038,0.31785435523285976,-0.03075194953007931,-0.38229836046680343,153.455673344,5.033411752321042,0,0,0,0,0,0,1,0,0,0,0
BAC,1.73,15.09,11.48,28.3,2023.0,9.0,250,0.0012626359421157836,0.31818425741317746,1.347364456223022,0.406142189222948,0.40998168922275147,0.0014738911239452503,0.23615110750372484,0.8721734189638894,0.13887484095938055,0.23615307346397013,-0.02225614880629842,-0.16949919241313455,399.604809728,5.990476083058319,0,0,0,0,1,0,0,0,0,0,0
BALL,7.6,0.76,3.74,12.1,2023.0,9.0,250,0.0005240839197776716,0.13206914778397325,0.5019625401344074,0.1616603134677026,0.16305374957425522,0.0007353391016071401,0.2631017382678465,0.8789416882117747,0.15828112643568537,0.2631055850275399,-0.02258090049371558,-0.20245854367515795,13.343460352,2.591026403551619,0,1,0,0,0,0,0,0,0,0,0
BAX,2.83,13.6,7.14,23.57,2023.0,9.0,250,-0.0003160103858742238,-0.07963461724030439,-0.2771672873123941,-0.06551724008333037,-0.06602368291954974,-0.0001047552040447563,0.2873114451714309,0.4721010098892469,0.24148708032417682,0.2873160754737573,-0.021617645424874755,-0.24948599199078977,9.530595328,2.2545071845502713,0,0,0,0,0,1,0,0,0,0,0
BBWI,12.17,10.25,5.88,28.3,2023.0,9.0,250,-0.0007241981213241527,-0.18249792657368646,-0.43684416916483576,-0.19370906949987698,-0.19509669823844744,-0.0005129429394946847,0.41776316277648434,1.3921231820223785,0.2855100449814755,0.4177643641726713,-0.040479299115250826,-0.4116287971900787,3.882512128,1.3564823997962898,0,1,0,0,0,0,0,0,0,0,0
BBY,2.4,9.09,4.4,15.89,2023.0,9.0,250,0.0011510081810619207,0.290054061627604,0.8771145696597346,0.33386483331440253,0.33694246321845456,0.0013622633628913865,0.3306854556290967,0.9326683370542768,0.14706351631263775,0.3306911909354406,-0.02549141365412257,-0.15651126978443688,15.675583488,2.7521043099410165,0,1,0,0,0,0,0,0,0,0,0
BDX,3.04,13.65,7.13,23.82,2023.0,9.0,250,-0.0006884945233970749,-0.17350061989606289,-0.8848955727207725,-0.12946200136181163,-0.1304270241363743,-0.00047723934156760175,0.19606434897935368,0.41580896335254364,0.1679080337440478,0.19606903373084314,-0.01943055486454233,-0.1883978405973201,55.594262528,4.018080003989436,0,0,0,0,0,1,0,0,0,0,0
BEN,1.12,9.88,7.3,18.3,2023.0,9.0,250,-0.0011556180893133904,-0.2912157585069744,-0.9503007060686552,-0.24674361224561203,-0.2484491577469975,-0.0009443629074839255,0.306445712540329,1.01081360755648,0.2374302445793418,0.3064459035411211,-0.027816709509798726,-0.35023192802988123,12.190711808,2.5006743345693563,0,0,0,0,1,0,0,0,0,0,0
BG,14.39,13.26,5.27,32.92,2023.0,9.0,250,-0.0006052005770087335,-0.15251054540620085,-0.6469473809542909,-0.11858806979429748,-0.11947770689388792,-0.0003939453951792679,0.23573761795228865,0.31720905955308615,0.17800993008414098,0.23573871677359223,-0.02422730779232268,-0.24978319418455905,18.73180672,2.9302229730959506,0,0,1,0,0,0,0,0,0,0,0
BIIB,0.42,14.46,7.37,22.24,2023.0,9.0,250,-0.0011393830960519438,-0.2871245402050899,-1.1015603759407495,-0.2335966455224141,-0.235226103375756,-0.0009281279142224792,0.2606521839954146,0.68906148715615,0.1964560304199303,0.2606525674635683,-0.02743190515818569,-0.2889452767914902,26.597122048,3.280803016250084,0,0,0,0,0,1,0,0,0,0,0
BIO,1.21,9.18,7.0,17.4,2023.0,9.0,250,-0.0006351606625404431,-0.16006048696019168,-0.5001426359467076,-0.14515965000838982,-0.14623156645116198,-0.00042390548071097545,0.3200234792226909,0.9779940379104916,0.22684700504168284,0.3200296784480634,-0.03130775156294426,-0.30941291344516775,8.56963584,2.148225239291458,0,0,0,0,0,1,0,0,0,0,0
BK,1.13,9.86,9.94,20.93,2023.0,9.0,250,0.0014807257520334947,0.3731428895124407,2.077907122434918,0.5019815933710663,0.5068774275104113,0.0016919809338629657,0.17957243145168914,0.7121456487974747,0.11107056110029834,0.17957630804748728,-0.01510471447707544,-0.10126581013863518,80.411557888,4.387157920679057,0,0,0,0,1,0,0,0,0,0,0
BKNG,0.98,10.13,8.13,19.23,2023.0,9.0,250,0.0008370481601195818,0.2109361363501346,0.8020076669939373,0.2550138577236145,0.25729650827265815,0.0010483033419490487,0.2630077443871682,1.2004686136998495,0.23796555758869,0.26301012450511796,-0.025985288699268957,-0.19748773574259296,168.435482624,5.126552784031221,0,1,0,0,0,0,0,0,0,0,0
BLK,0.9,7.36,9.99,18.25,2023.0,9.0,250,0.0008432061051683063,0.2124879385024132,1.0823519494214993,0.27700759631388805,0.27950806750571267,0.0010544612869977713,0.19631673714470407,1.023080036797614,0.11922820404807864,0.19632055785180116,-0.02017681272063257,-0.1538319786708108,166.346604544,5.1140735907382835,0,0,0,0,1,0,0,0,0,0,0
BMY,1.31,14.37,7.07,22.74,2023.0,9.0,250,-0.0009401961624476672,-0.23692943293681212,-0.8992489226901723,-0.19461463408152757,-0.19600793229472102,-0.0007289409806182015,0.26346813783108697,0.3974085060593241,0.18292451033514082,0.2634748032035663,-0.02308529592451035,-0.3479118703318993,106.164527104,4.664990033274474,0,0,0,0,0,1,0,0,0,0,0
BR,4.19,7.5,4.94,16.63,2023.0,9.0,250,0.0003586507530605383,0.09037998977125565,0.48925620958947375,0.13380203676463376,0.13494164131350272,0.0005699059348900093,0.18472693518938205,0.7634411841141941,0.12790661403953063,0.1847293667403668,-0.016442725084352825,-0.11439150855654587,27.083128832,3.298910981694768,0,0,0,0,0,0,0,0,1,0,0
BRO,0.13,9.77,10.58,20.48,2023.0,9.0,250,0.0012519103648978788,0.31548141195426543,1.6924368114110357,0.416846382443272,0.42080130645066505,0.0014631655467273492,0.1864031089631658,0.528714426488437,0.1239922817610354,0.18640661194980693,-0.017168314856036464,-0.09744559119663285,26.757148672,3.2868016777145135,0,0,0,0,1,0,0,0,0,0,0
BSX,2.36,11.85,8.89,23.11,2023.0,9.0,250,0.0015510841893173642,0.3908732157079758,2.0492712899278547,0.5253637177320416,0.5305248994936413,0.001762339371146836,0.19073329351549057,0.5338966183285193,0.1453812567301589,0.19073766251892232,-0.016688098158522707,-0.10850443245297606,144.567730176,4.973748118678317,0,0,0,0,0,1,0,0,0,0,0
BWA,2.67,4.21,5.71,12.59,2023.0,9.0,250,-0.000766252237575041,-0.19309556386891033,-0.5905907565428193,-0.17486076678646656,-0.17612854665982902,-0.000554997055745574,0.3269493908633241,0.9765960087396962,0.25346227361065987,0.32695324423844146,-0.031961794023902874,-0.2704402579562124,9.369811968,2.237493028599671,0,1,0,0,0,0,0,0,0,0,0
BX,2.52,9.57,11.29,23.39,2023.0,9.0,250,0.0012161005514277105,0.30645733895978305,0.9903480785675778,0.36242706020491067,0.3658020712119845,0.001427355733257183,0.3094401627645109,1.481674741891032,0.2049539183209027,0.30944406879956554,-0.02909938316984807,-0.2215948708096062,186.69699072,5.229486932153181,0,0,0,0,1,0,0,0,0,0,0
BXP,2.54,4.52,5.45,12.51,2023.0,9.0,250,0.0005629721592792181,0.14186898413836296,0.36699864747389316,0.12807439826698497,0.12916249567735028,0.0007742273411086893,0.38655999998524515,1.5196041921475782,0.22023832800431573,0.3865654141094757,-0.03342237306501205,-0.2345291791262045,12.255392768,2.505966066078901,0,0,0,0,0,0,0,1,0,0,0
C,1.8,13.75,13.69,29.24,2023.0,9.0,250,0.0015439936825717444,0.3890864080080796,1.6086673523319452,0.506131261356848,0.5110739735720844,0.0017552488644012132,0.24186843353211682,0.9857711052878166,0.15932255224070202,0.2418687788025628,-0.018862210565743054,-0.1700931799465073,200.436957184,5.300499769293798,0,0,0,0,1,0,0,0,0,0,0
CAG,10.71,15.42,4.7,30.83,2023.0,9.0,250,0.0001263264413600032,0.0318342632227208,0.14963444655149954,0.06412009166723509,0.06464928884558208,0.0003375816231894686,0.21274350764093192,0.18522968331985765,0.11571130434176582,0.2127468905481228,-0.019736445191074065,-0.12187913688340273,8.155895296,2.098741014964283,0,0,1,0,0,0,0,0,0,0,0
CAH,1.17,7.33,6.36,14.86,2023.0,9.0,250,0.0008879337156222168,0.22375929633679864,1.0530273689885277,0.28705182534872775,0.2896527933563018,0.0010991888974516855,0.21249171747697645,0.10849048944072708,0.15423457892886516,0.21249143462598494,-0.019573995181128734,-0.18924065354650865,47.241023488,3.8552626568014916,0,0,0,0,0,1,0,0,0,0,0
CAT,10.43,17.69,8.06,36.17,2023.0,9.0,250,0.00079204571418694,0.19959551997510888,0.7816528332369059,0.24401748857123984,0.2461923980133114,0.0010033008960164107,0.2553438793146766,1.1856788614452383,0.19043912967965526,0.2553506000209364,-0.023900942647226853,-0.20095437282168419,282.572423168,5.643934882927014,0,0,0,0,0,0,1,0,0,0,0
CB,1.46,11.54,10.61,23.6,2023.0,9.0,250,0.0011862788134327767,0.2989422609850597,1.7619303706890688,0.3979044815835884,0.40165560224029506,0.0013975339952622444,0.16966583473636349,0.26356415457288423,0.1106066024920558,0.1696674658421077,-0.01507607167258569,-0.07937146116869545,117.613641728,4.767405029825356,0,0,0,0,1,0,0,0,0,0,0
CBOE,2.73,7.58,10.64,20.95,2023.0,9.0,250,0.0011169804914146159,0.2814790838364832,1.398944712752398,0.3660547556711333,0.36946788568801936,0.0013282356732440817,0.20120798920658242,-0.2457178551387863,0.11178654630056141,0.20120815445428028,-0.018792825001935385,-0.14988581642302304,26.449946624,3.275254140306053,0,0,0,0,1,0,0,0,0,0,0
CBRE,1.46,1.89,4.64,7.98,2023.0,9.0,250,0.001114237938230617,0.28078796043411547,0.9855409426106592,0.33852596934424484,0.341651794774817,0.001325493120060084,0.2849017706769582,1.0914098045102567,0.1727087147700517,0.2849074536571959,-0.0232197792943303,-0.23419121890213185,47.870808064,3.86850588364632,0,0,0,0,0,0,0,1,0,0,0
CCI,4.08,1.67,4.35,10.1,2023.0,9.0,250,0.0003762051734225684,0.09480370370248724,0.3773316030531918,0.12278240365012794,0.12382312016180297,0.0005874603552520341,0.25124528974206156,0.5516614122264484,0.1495701508482596,0.25124771669104784,-0.02353217511592215,-0.21523148105549111,38.879563776,3.66046875977621,0,0,0,0,0,0,0,1,0,0,0
CCL,9.4,10.13,4.96,24.49,2023.0,9.0,250,0.00036960579871087864,0.09314066127514142,0.2093545471192425,0.04895107947691235,0.04935219694232007,0.0005808609805403455,0.44489264490416963,1.6946003298873271,0.27389951016190694,0.4448943792087358,-0.04714936764046417,-0.2943058443882971,35.07666944,3.5575362211495136,0,1,0,0,0,0,0,0,0,0,0
